track_pos,track_artist_name,track_track_uri,track_artist_uri,track_track_name,track_album_uri,track_duration_ms,track_album_name,playlist_pid,playlist_name,playlist_description,playlist_modified_at,playlist_num_artists,playlist_num_albums,playlist_num_tracks,playlist_num_followers,playlist_num_edits,playlist_duration_ms,playlist_collaborative
97,Xavier Wulf,spotify:track:0w8jJRXo2kKD4OjlJpsHni,spotify:artist:3uo0ix4Y67XHVWBhXXIY1S,Armor Woe,spotify:album:3M4FZmdSLMtdQTFSI0yHOA,167967,Blood Shore Season 1,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
98,XXXTENTACION,spotify:track:2oUuLLKS8WbF7ELJcwbqms,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Look at Me!,spotify:album:3IOOgkjq06FdviLdk7qK2H,151041,Look at Me!,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
99,Bones,spotify:track:54gHDDVJAgllRLH84NJ4Q7,spotify:artist:7qUnx2B8Lf6QROKUCKLsOQ,Oak Grove Road,spotify:album:5Pe7kmBE8aD3SIeli5e3wi,107750,Hermit of East Grand River,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
100,Fat Nick,spotify:track:0gLaMIBabfO1RjpiKJLD6g,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Hunnit Hunnit,spotify:album:3qGvSQCRPns7lUgBf1SWEI,146207,Hunnit Hunnit,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
101,Eddy Baker,spotify:track:2YxDCIQuaC4N7dnEk3xtor,spotify:artist:26HvjJ7ni9UWX4p7QhrXV6,Mad Men (feat. Xavier Wulf),spotify:album:55MKXKDxjPQPC3aOmj1YGS,130063,Most Hated,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
102,Shakewell,spotify:track:2XT4tF5bnKqmxZi6rxN43d,spotify:artist:1w7GLktHE8w0aEhhaZ0QKB,Virginia Tech,spotify:album:6TiDPc9IBAqnlT8oO0Clf9,145568,Virginia Tech,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
103,Pouya,spotify:track:4zoYSZrDb3EUPWlDi2OwAC,spotify:artist:4nXOZlYoAD67hF9aUEncMY,Great Influence,spotify:album:67ve7wATbOTIUMJi4dZA0s,203294,Underground Underdog,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
104,A$AP Mob,spotify:track:44gZSuP2nPUvab9ajBrnVM,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Runner,spotify:album:3RaACfwYTY9uiDy3VSWLLc,199986,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
105,Keith Ape,spotify:track:0gpFiquPvir7e3RrM4kii9,spotify:artist:6f9bmfkqiYbhCtdAZsv7KI,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",spotify:album:5DETNBNyqP6ekroOuQS8EV,300000,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",2002,Rap,,1509235200,84,128,221,4,65,47356150,False
106,Xavier Wulf,spotify:track:0uqDtgvijc8cHZ7nBdm6um,spotify:artist:3uo0ix4Y67XHVWBhXXIY1S,Cold Front,spotify:album:5x840ZDXInHhblIVgZQdh5,131615,Cold Front,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
107,A$AP Mob,spotify:track:4Nbi6hJWVqM7Ois9G2KKjC,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Bachelor,spotify:album:3RaACfwYTY9uiDy3VSWLLc,176040,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
108,Yung Lean,spotify:track:1Tx9d3LttUbrogmblhfQKY,spotify:artist:67lytN32YpUxiSeWlKfHJ3,Hennessy & Sailor Moon,spotify:album:6Qj9L5tOFscNgKwi0Ab0TT,254440,Frost God,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
109,Pouya,spotify:track:6s1uObcOTyiLlm22qRf12y,spotify:artist:4nXOZlYoAD67hF9aUEncMY,Terminal Sex,spotify:album:3LotCYwkBSdBn7VjDlYC1Q,204965,Terminal Sex,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
110,Father,spotify:track:2cFEmtq7p1GGEkQY1PJXdw,spotify:artist:10AY17ALos2o3akPqrPydw,Heartthrob,spotify:album:5U8CvyI3yZnjIt187e3VpQ,136901,Heartthrob - Single,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
111,Flatbush Zombies,spotify:track:6x2uJrJKDqtX5cMvDgUfL0,spotify:artist:1dqGS5sT6PE2wEvP1gROZC,The Odyssey,spotify:album:4Qohh8LwXoV7ucmjCU4MYL,363360,3001: A Laced Odyssey,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
112,A$AP Mob,spotify:track:2kwxN1whHc0YR0cBHR5iOi,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Put That On My Set,spotify:album:3RaACfwYTY9uiDy3VSWLLc,201080,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
113,Denzel Curry,spotify:track:67T0J1IDGgRwNMp3vWYaVb,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Zenith,spotify:album:42fyKPanos0Q3woi848ktg,242889,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
114,Night Lovell,spotify:track:6oBL8TdQHEO7jeEdqECg37,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,Still Cold / Pathway Private,spotify:album:4IoGoJXlXVTyY7X3trKeq6,271403,Red Teenage Melody,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
115,Ghostemane,spotify:track:0AQXOzjEG2ofwGrDyqUY7H,spotify:artist:3uL4UpqShC4p2x1dJutoRW,Seppuku (feat. Suicideboy$ & Jgrxxn),spotify:album:4W5z5VTjA0CpAdffhBuwes,183937,For the Aspiring Occultist,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
116,Yung Lean,spotify:track:7dSRKGMpyc5agOf5ypOSfa,spotify:artist:67lytN32YpUxiSeWlKfHJ3,Head 2 Toe,spotify:album:6Qj9L5tOFscNgKwi0Ab0TT,197346,Frost God,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
117,Flatbush Zombies,spotify:track:5GHb5qmXRlQcqc3bLBh3XK,spotify:artist:1dqGS5sT6PE2wEvP1gROZC,This Is It,spotify:album:4Qohh8LwXoV7ucmjCU4MYL,343346,3001: A Laced Odyssey,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
118,Xavier Wulf,spotify:track:77BlDalyvVF3JH0aOxxUEZ,spotify:artist:3uo0ix4Y67XHVWBhXXIY1S,Chin Up,spotify:album:1gylfqMj0edhomts9vZL7d,182334,Blood Shore Season 2,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
119,Denzel Curry,spotify:track:3DaXXVRXK7sWRNEugMe7s6,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Knotty Head,spotify:album:42fyKPanos0Q3woi848ktg,268219,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
120,Pouya,spotify:track:35su7ZktjYPHSIUSKlr7XD,spotify:artist:4nXOZlYoAD67hF9aUEncMY,"But Wait, There's More (feat. $uicideBoy$)",spotify:album:67ve7wATbOTIUMJi4dZA0s,128000,Underground Underdog,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
121,Father,spotify:track:0HO8pCseEpgozNi3z0R4bc,spotify:artist:10AY17ALos2o3akPqrPydw,Everybody in the Club Gettin Shot,spotify:album:1ecx4skUBpk31GDJlMXi3X,120000,Who's Gonna Get Fucked First?,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
122,Xavier Wulf,spotify:track:22sH1NuABAHc4HMkDdKI9Z,spotify:artist:3uo0ix4Y67XHVWBhXXIY1S,Excuse Yee,spotify:album:1gylfqMj0edhomts9vZL7d,180062,Blood Shore Season 2,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
123,A$AP Mob,spotify:track:59e7E2LMPZ2bhW5G6aCwX8,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Crazy Brazy,spotify:album:3RaACfwYTY9uiDy3VSWLLc,188853,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
124,Flatbush Zombies,spotify:track:6Hr77eZSmaVGgH0vVulMUH,spotify:artist:1dqGS5sT6PE2wEvP1gROZC,Bounce,spotify:album:4Qohh8LwXoV7ucmjCU4MYL,241520,3001: A Laced Odyssey,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
125,Flatbush Zombies,spotify:track:4sY3JiBfTCqInH7Tov3dxx,spotify:artist:1dqGS5sT6PE2wEvP1gROZC,Trade-Off,spotify:album:4Qohh8LwXoV7ucmjCU4MYL,249360,3001: A Laced Odyssey,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
126,Yung Lean,spotify:track:4WzGGGn4qmOBo9pQ447UvX,spotify:artist:67lytN32YpUxiSeWlKfHJ3,Cashin,spotify:album:6Qj9L5tOFscNgKwi0Ab0TT,226320,Frost God,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
127,$uicideBoy$,spotify:track:0FVNtH31j9ToHycO6I6Ari,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,Mount Sinai,spotify:album:1oO9CuqHipplb4P1KuXzHo,145659,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
128,Deniro Farrar,spotify:track:6P1D3pqzmoA69whUOwZ67u,spotify:artist:3xXtYXTUWYuJpJXub1Up5p,Mankind,spotify:album:6xhLocnwwAQvSLAaU3PZzL,169568,"Red Book, Vol. 1",2002,Rap,,1509235200,84,128,221,4,65,47356150,False
129,A$AP Mob,spotify:track:0foRpYmPs9PHIAMyXa5bTc,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Money Man,spotify:album:3RaACfwYTY9uiDy3VSWLLc,212120,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
130,Denzel Curry,spotify:track:1T5mVPJE6LilJ7f73L3UDo,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Gook,spotify:album:42fyKPanos0Q3woi848ktg,166623,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
131,Night Lovell,spotify:track:5rx3JmsVVq9OXPQQzoAdWs,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,Material Female,spotify:album:3Qu13eNn5FYNuFPwgBG6dO,165653,Concept Vague,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
132,A$AP Mob,spotify:track:3u9HxfcMCFYwJ2R0nkpDWV,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Young N***a Living,spotify:album:3RaACfwYTY9uiDy3VSWLLc,258880,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
133,$uicideBoy$,spotify:track:3WN499bxFDEFMbpSk8BnOq,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,"Kill Yourself, Pt. II",spotify:album:1oO9CuqHipplb4P1KuXzHo,157152,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
134,Night Lovell,spotify:track:5O7aJIOY5BWvpCkQo23092,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,Louis V,spotify:album:4IoGoJXlXVTyY7X3trKeq6,233932,Red Teenage Melody,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
135,Meek Mill,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,spotify:artist:20sxb77xiYeusSH8cVdatc,Litty (feat. Tory Lanez),spotify:album:6sNbRwX0lZREkdmUSDsVzo,280615,DC4,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
136,Denzel Curry,spotify:track:5BSz8sJO2YmKfNVQG7fq2J,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,ULT,spotify:album:42fyKPanos0Q3woi848ktg,247054,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
137,Denzel Curry,spotify:track:6a90nkg7j6GRmq6LirQixa,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Sick & Tired,spotify:album:42fyKPanos0Q3woi848ktg,242498,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
138,Denzel Curry,spotify:track:5viCJ7GSQxVWUAPBVoV7IL,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Me Now,spotify:album:42fyKPanos0Q3woi848ktg,279136,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
139,Denzel Curry,spotify:track:737gwrDNwTCAwAjy02FSMO,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Story: No Title,spotify:album:42fyKPanos0Q3woi848ktg,168882,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
140,Denzel Curry,spotify:track:2aQwdBWk4vSPWk1Csgtzdo,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,This Life,spotify:album:42fyKPanos0Q3woi848ktg,207214,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
141,Denzel Curry,spotify:track:6bcnokzOVQxpn0quzHj6vc,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Good Night,spotify:album:42fyKPanos0Q3woi848ktg,236106,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
142,Denzel Curry,spotify:track:3oy9CClx1zCGnhzse9AvDu,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,If Tomorrow's Not Here,spotify:album:42fyKPanos0Q3woi848ktg,335463,Imperial,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
143,Fat Nick,spotify:track:0WNXVZdpdt9ZKtI7VDujaF,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Add It Up (feat. Germ),spotify:album:0uQI57GpcxFcESatqEo9zQ,286824,Fat Camp,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
144,Robb Bank$,spotify:track:2QCGHyr396f2Ae7ke3dtW1,spotify:artist:7KduBCxhfAMiQlhMOHL3IZ,Leatherface,spotify:album:3Jk0uGW54vL5fJC6MyiwZP,244637,Year Of The Savage,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
145,Adamn Killa,spotify:track:1V8vBnNg23aXp18UGw4usD,spotify:artist:2AwAtRmbmsuIr40rJFIWlv,Rag & Bone,spotify:album:7CgdnITTkjjkiZesNcmfDt,240053,Back 2 Ballin,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
146,Fat Nick,spotify:track:6aR3AnjuC46i02t0PYVoCi,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,All over Me,spotify:album:0uQI57GpcxFcESatqEo9zQ,269531,Fat Camp,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
147,$uicideBoy$,spotify:track:6PSljWlAi8Hc0AnCibT6o1,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,Slenderman (feat. Germ),spotify:album:1oO9CuqHipplb4P1KuXzHo,127883,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
148,Fat Nick,spotify:track:5lIeDzxqfokLoPVkjYljPa,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Bicky Robby (feat. Mikey the Magician & Shakewell),spotify:album:486XJuG3csCeNcTKnvEzyF,201290,When the Lean Runs Out,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
149,A$AP Ferg,spotify:track:2xgX6htrEkyF90i6cwnOf6,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,Dump Dump,spotify:album:3smlfAmejcKMmAPg1G2Kki,214826,Trap Lord,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
150,Fat Nick,spotify:track:2ugT3JzN6DOzrC5p721esX,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Staring Is Rude,spotify:album:486XJuG3csCeNcTKnvEzyF,171428,When the Lean Runs Out,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
151,Jazz Cartier,spotify:track:3b7hVV4oRD0E6Ne0eFnatQ,spotify:artist:0sc5zYshOdiFD4ayqMrJbJ,• Stick & Move,spotify:album:1hQyz5rU1Fitd96WsbdEsY,231973,Hotel Paranoia,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
152,Robb Bank$,spotify:track:4bsGRRAze60B5LAcEle3Ec,spotify:artist:7KduBCxhfAMiQlhMOHL3IZ,Half Bae (feat. Pouya),spotify:album:3Jk0uGW54vL5fJC6MyiwZP,171991,Year Of The Savage,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
153,Goth Money,spotify:track:1DCQViLcY9UTrfHPtPo0NK,spotify:artist:41jvmgK9SeAPETPXhFDbpt,Hell Is You Doin',spotify:album:3jpZ557ffPI9x4DhG71VIu,240000,Trillionaires,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
154,A$AP Ferg,spotify:track:1XItJ0hLAnMxGB0Ibkta72,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,Hood Pope,spotify:album:3smlfAmejcKMmAPg1G2Kki,210746,Trap Lord,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
155,MadeinTYO,spotify:track:75Rqgo4qZaWsoKRlvblABZ,spotify:artist:5SyGEPymt1G2uto47tVWvZ,Gwinnett,spotify:album:2xN75IRtc4e9RyUmmr595C,193773,"Thank You, Mr. Tokyo",2002,Rap,,1509235200,84,128,221,4,65,47356150,False
156,Travis Scott,spotify:track:2QeQNF182V61Im0QpjdVta,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Pornography,spotify:album:4PWBTB6NYSKQwfo79I3prg,231826,Rodeo,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
157,Robb Bank$,spotify:track:4MukZU7Qk8AJQdGAjetjs7,spotify:artist:7KduBCxhfAMiQlhMOHL3IZ,F***Umean (feat. Indigochildrick),spotify:album:3Jk0uGW54vL5fJC6MyiwZP,201475,Year Of The Savage,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
158,Fat Nick,spotify:track:4DLtFH4BB0PuFEDZpYsHYD,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Fat Camp (feat. Kevin Pouya),spotify:album:284x6It9x79HErTuQWTVSU,216058,Fat Camp (feat. Kevin Pouya),2002,Rap,,1509235200,84,128,221,4,65,47356150,False
159,Craig Xen,spotify:track:3PLHEJsJTGsDg2ExhxZetY,spotify:artist:5bCwYvvFvWOEXtO9W7p0Iv,Voltage,spotify:album:0m57SK2fX6l1F2bDhddjLe,93727,Voltage,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
160,Fat Nick,spotify:track:2v2UElrbnfcDS7yO6ehn4O,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,Anthems for a Seventeen Year Old Boy,spotify:album:486XJuG3csCeNcTKnvEzyF,136119,When the Lean Runs Out,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
161,Kanye West,spotify:track:2j91CgtRZJ4Jobg2LGyrS8,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,My Way,spotify:album:6Wvkkih58R1C7HCrdoPW9E,208826,Purple City Matrix,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
162,A$AP Mob,spotify:track:4ISLRAqJbSgvkqRgiCaikS,spotify:artist:7yO4IdJjCEPz7YgZMe25iS,Way Hii,spotify:album:3RaACfwYTY9uiDy3VSWLLc,176040,Cozy Tapes: Vol. 1 Friends -,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
163,Fat Nick,spotify:track:3I91E0UZHgLK8x2X3ti9Fe,spotify:artist:5dfFr2qhmXQLvHZqg0dynx,When the Lean Runs Out,spotify:album:486XJuG3csCeNcTKnvEzyF,144000,When the Lean Runs Out,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
164,Larry League,spotify:track:0exuxANbzqkR49MMR7qpjv,spotify:artist:1s2VYzJ4Z4vFnp2yLYaLQe,Get It Today,spotify:album:2T9pnP03f4v6XMVb1VAJcT,161344,Dirty Dingy,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
165,Lil Goofy,spotify:track:6e6rM1SSBD5camZLhb43m4,spotify:artist:3rWaFjgOi5mjQfllMfN3VI,T.H.O.T,spotify:album:5dyMHeH07kvQBZUQ8HJMq6,211774,#Its3rdworldnotyoworld,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
166,Tear Da Club Up Thugs,spotify:track:60TbmViml7n1jUZksLR7Mq,spotify:artist:6EXX0GpVsILp9TGCfu7AVG,Slob on My Knob,spotify:album:5ESWD1l5btKzAe9f7zGsJ2,120960,CrazyNDaLazDayz,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
167,Max P,spotify:track:1CfPs7SODrTMWTK6lUxapK,spotify:artist:3ZEIXKN5zTzpaxJpgNh8EA,Gang,spotify:album:6oHwexOn94mJWsexEksMsT,123297,Gang,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
168,Gucci Mane,spotify:track:4s3mtH4T50irWaOZwulczy,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,No Smoke,spotify:album:4MoVPs5mVFmZ4N6RmNTFWB,228573,The Return of East Atlanta Santa,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
169,Kanye West,spotify:track:27eO3EGKIUU7yug1eOxUZu,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Good Morning,spotify:album:3SZr5Pco2oqKFORCP3WNj9,195093,Graduation,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
170,Kanye West,spotify:track:3MnbXlC1N7GdS9M8HzA6no,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Facts (Charlie Heat Version),spotify:album:7gsWAHLeT0w7es6FofOXk1,200733,The Life Of Pablo,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
171,Kanye West,spotify:track:6bXOlIfGIWh7Tyn4oyvLQW,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,I Wonder,spotify:album:3SZr5Pco2oqKFORCP3WNj9,243440,Graduation,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
172,Kanye West,spotify:track:42GcjriRK6srwHkfbkBqVl,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Blood On The Leaves,spotify:album:7D2NdGvBHIavgLhmcwhluK,359800,Yeezus,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
173,Kanye West,spotify:track:5nIu0VwPOsjkF61zfevLKh,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Hold My Liquor,spotify:album:7D2NdGvBHIavgLhmcwhluK,326946,Yeezus,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
174,JAY Z,spotify:track:2VgK91p2fUZ5iqm3hJHma6,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,F*ckwithmeyouknowigotit,spotify:album:0anlRE2dYlRqEKL1gj1WPq,243413,Magna Carta... Holy Grail,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
175,Kanye West,spotify:track:4qikXelSRKvoCqFcHLB2H2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Mercy,spotify:album:0hmFRR0pDSZIAvoJqEFSKv,332453,Mercy,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
176,Adamn Killa,spotify:track:2ciMs4JhQzm1V1fEsrBXus,spotify:artist:2AwAtRmbmsuIr40rJFIWlv,Catch Me,spotify:album:0He7Cu5XoWOnE9b7o7ww4t,200030,Adamn Killa & DP Beats present: Mr. 650 (Deluxe Edition),2002,Rap,,1509235200,84,128,221,4,65,47356150,False
177,Future,spotify:track:6vbafkvao6NErZDTjh2sYC,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Poppin' Tags,spotify:album:17FBoXK1NU2rvJBbzdzw0r,218521,FUTURE,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
178,Future,spotify:track:5ihDGnhQgMA0F0tk9fNLlA,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Thought It Was a Drought,spotify:album:0fUy6IdLHDpGNwavIlhEsl,265213,DS2,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
179,Isaiah Rashad,spotify:track:5FX89IUKm9QJT9ymrmyK4k,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,Free Lunch,spotify:album:6jjX8mGrsWtrpYpFhGMrg1,192029,The Sun's Tirade,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
180,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,goosebumps,spotify:album:42WVQWuf1teDysXiOupIZt,243836,Birds In The Trap Sing McKnight,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
181,Hopsin,spotify:track:1o0EzsBSHobtC9LjtqtF6e,spotify:artist:7EWU4FhUJM1sZQgQKdENeT,False Advertisement,spotify:album:0Szt0nuZ89ZBo5vSda0xNd,275504,False Advertisement,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
182,Big Sean,spotify:track:1r0faljjM2b876iNoaDUh5,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Sacrifices,spotify:album:0XAIjjN5qxViVS0Y5fYkar,287320,I Decided.,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
183,A$AP Rocky,spotify:track:4X5f3vT8MRuXF68pfjNte5,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,F**kin' Problems,spotify:album:6rzMufuu8sLkIizM4q9c7J,233786,LONG.LIVE.A$AP (Deluxe Version),2002,Rap,,1509235200,84,128,221,4,65,47356150,False
184,French Montana,spotify:track:7iaw359G2XT14uTfV9feip,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,Lockjaw,spotify:album:7sSW3tQBtQrO7f6uO4Bcxq,223146,Lockjaw,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
185,Lil Wayne,spotify:track:4dASQiO1Eoo3RJvt74FtXB,spotify:artist:55Aa2cqylxrFIXC767Z865,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",spotify:album:704GHNtZhEe9TBgleCNNGv,243490,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2002,Rap,,1509235200,84,128,221,4,65,47356150,False
186,J. Cole,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,Deja Vu,spotify:album:3CCnGldVQ90c26aFATC1PW,264746,4 Your Eyez Only,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
187,Post Malone,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,spotify:artist:246dkjvS1zLTtiykXe5h60,Congratulations,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,220293,Stoney,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
188,Josh A,spotify:track:3xtI5bXcenGY4yTN6ZMLRT,spotify:artist:2rWCIhENZyPVDAeFC0ESWN,Politics (feat. Foti),spotify:album:30fghGiaXZNZMonrAbKYjj,180937,Blessed,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
189,Ice Cube,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA,You Know How We Do It,spotify:album:7JlCbNWZszAdVKZdtHFQ5p,232773,Lethal Injection,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
190,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,XO TOUR Llif3,spotify:album:733e1ZfktLSwj96X5rsMeE,182706,Luv Is Rage 2,2002,Rap,,1509235200,84,128,221,4,65,47356150,False
